transaction_id,transaction_date,market,region_city,channel_type,channel_subtype,retailer_id,retailer_name,brand,product_line,pack_size_ml,unit_price_local,currency,quantity_sold,gross_revenue_local,trade_spend_local,promo_flag,stockout_flag,competitor_present_flag,distribution_points_nearby,sales_rep_id,payment_method,consumer_segment,data_source
TXN102629,12-19-2024,Ghana,  --  ,formal,Convenience Store,GH-CON-2372,7 Star Mart,sunsilk,Sachet Multi-pack,75,3.71,GHS,2,7.42,0.11,false,false,FALSE,15,REP-GH-311,CASH,--,POS System
TXN102315,28/01/2023,KENYA,Nakuru,INFORMAL,Street Vendor,KE-STR-2389,Mobile Vendor,CANTU,Sachet,20,28.56,KES,3,85.68,1.59,no,Unknown,false,17,  REP-KE-127  ,Momo,Low Income,POS System
TXN100602,09-06-2024, Nigeria,Onitsha,FORMAL,Mini-Mart,NG-MIN-7299,EasyBuy Mart,TRESEMME,Sachet Multi-pack,75,271.98,NGN,3,815.94,,No,NULL,N/A,unknown,REP-NG-478,?,Middle Income,POS System
TXN112564,2023-05-06,Nigeria,Lagos,Informal ,Wholesaler,NG-WHO-5722,Coastal Distributors Ltd,AMILA,Sachet,10,36.85,NGN,5,184.25,N/A,NO,False,no,-,REP-NG-323,Momo,Lower-Middle Income,Field Survey
TXN111452,13/02/2023,NIGERIA,Benin City,informal,Kiosk,NG-KIO-5190,Baraka Kiosk,Tresemme,Sachet,10,138.04,NGN,7,966.28,unknown,false,FALSE,False,23,REP-NG-210,CASH,Low Income,Field Survey
TXN110486,19.10.23,Ghanna,  Cape Coast  ,Informal ,Street Vendor,GH-STR-9746,Hawker Cart,Garnier Fructis,Sachet Multi-pack,60,8.79,GHS,6,52.74,1.81,No,True,0,10,REP-GH-339,mobile money,Lower-Middle Income,POS System
TXN102904,2023-04-30,Ngeria,Benin City ,Formal ,Convenience Store,NG-CON-3571,7 Star Mart,Dark and Lovely,Sachet Multi-pack,75,165.49,NGN,3,496.47,40.42,N,FALSE,YES,26,REP-NG-102,card,Low Income,Field Survey
TXN101922,01/06/2023,kenya,Kisumu,Formal,Pharmacy,KE-PHA-7314,  MedPlus  ,Garner,Sachet,25,20.95,KES,5,62.85,4.73,N,FALSE,N/A,27,REP-KE-439 ,mobile_money,Low Income,POS System
TXN110819,04-Jul-2023,nigeria,Onitsha,informal,Market Stall,NG-MAR-2472,Makola Stall 22,Garner,Sachet,20,84.41,NGN,5,506.46,3.37,0,FALSE,0,26,REP-NG-398,Card,Upper-Middle Income,null
TXN114629,2024/03/09, Kenya,Nairobi,In-formal,Wholesaler,KE-WHO-2449,  Coastal Distributors Ltd  ,Garner,Bottle,180,N/A,KES,5,330.05,23.74,No,no,NO,25,REP-KE-178,cash ,Middle Income,POS System
TXN112061,20-Feb-2023,Keny a,Nairobi,FORMAL,Pharmacy,KE-PHA-8904,Goodlife Pharmacy,Local Generic,Sachet Multi-pack,75,26.31,KES,1,26.31,0.26,False,0,N,25,REP-KE-330,MoMo,Middle Income,Retail Audit
TXN106474,"September 30, 2023",Nigéria,Port Harcourt,Informal ,Open-Air Market,NG-OPE-9052,  Muthurwa Vendor  ,GARNIER,Sachet,10,41.15,NGN,8,329.2,28.18,False,NO,0,,REP-NG-113 ,cash,Lower-Middle Income,POS System
TXN111823,26-Sep-2024, Ghana,Accra,Informal,Street Vendor,GH-STR-2169,Hawker Cart,dark and lovely,Bottle,200,7.48,GHS,3,22.44,0.83,FALSE,False,False,23,REP-GH-211,Mobile Money,NA,Distributor Report
TXN110858,2024-12-31,KENYA,Eldoret,In-formal,Market Stall,KE-MAR-5395,Gikomba Stall,Amila,Sachet Multi-pack,100,35.45,KES,2,70.9,?,false,0,false,28,REP-KE-226 ,mobile money,Low Income,POS System
TXN104670,18/08/2024,Kenya,Thika,Informal ,Market Stall,KE-MAR-4027,Iya Basira Stall ,Tresemmé,Bottle,200,154.05,KES,6,924.3,60.75,NO,NO,,37,REP-KE-488,Momo,Lower-Middle Income,POS System
TXN105405,2023-02-19,Ghana,Cape Coast,informal,Kiosk,GH-KIO-7122,Kwik Stop,GARNIER,Sachet Multi-pack,60,6.89,GHS,8,55.12,4.91,NO,FALSE,false,19,REP-GH-334,cash ,,POS System
TXN110329,2023-07-18,Ngeria,Benin City,informal,Wholesaler,NG-WHO-8744,Continental Wholesale,Local Brand,Bottle,340,431.16,NGN,8,3449.28,251.87,1,no,1,16,REP-NG-205,cash ,Middle Income,POS System
TXN102352,04-08-2024,Ghanna,Cape Coast,formal,Convenience Store,GH-CON-1649,QuickBuy,motions,Sachet,25,3.89,GHS,5,19.45,unknown,FALSE,False,0,22,REP-GH-303,mobile_money,Middle Income,--
TXN113759,2024-08-05,KE,Eldoret,Informal,Wholesaler,KE-WHO-6645,Continental Wholesale,SUNSILK,Sachet,10,10.4,KES,8,83.2,0.0,FALSE,N,No,17,,cash,Lower-Middle Income,POS System
TXN112780,05-Jun-2023, Ghana,Tema ,FORMAL,Pharmacy,GH-PHA-8506,MedPlus,Cantu,Sachet Multi-pack,100,8.89,GHS,1,8.89,0.15,0,N,False,29,  REP-GH-254  ,Cash,Low Income,POS System
TXN110013,2023-11-19,NG,  Lagos  ,Informal ,Wholesaler,NG-WHO-9718,Continental Wholesale,Garnier Fructis,Sachet Multi-pack,100,131.08,NGN,3,393.24,40.27,no,False,no,20,REP-NG-150,mobile money,Middle Income,POS System
TXN109711,13-Jan-2023,GH,Kumasi,In-formal,Market Stall,GH-MAR-3426,Makola Stall 22,Garnier,Bottle,180,8.73,GHS,6,52.38,5.7,True,FALSE,no,26,  REP-GH-152  ,cash,Lower-Middle Income,POS System
TXN103731,25.11.23,KENYA,Eldoret ,informal,Street Vendor,KE-STR-1518,Hawker Cart,garnier,Sachet Multi-pack,75,24.19,KES,9,217.71,0.0,0,no,False,41,REP-KE-267,cash,Middle Income,Field Survey
TXN105599,27/09/2024,Nigeria,  Ibadan  ,Informal,Wholesaler,NG-WHO-9495,Trust Wholesalers,amila,Sachet,25,32.9,NGN,9,296.1,20.19,No,No,YES,16,REP-NG-291,credit,Middle Income,Retail Audit
TXN111699,"June 19, 2023",KE,Nakuru,INFORMAL,Market Stall,KE-MAR-8043,Makola Stall 22 ,amila,Sachet,15,15.72,KES,6,94.32,8.88,FALSE,FALSE,no,43,REP-KE-477,M-Pesa,Low Income,POS System
TXN112920,25/11/2023,Kenya,Nairobi,informal,Open-Air Market,KE-OPE-5172,Kejetia Market Stand ,Garner,Bottle,180,52.73,KES,4,210.92,3.54,TRUE,FALSE,FALSE,40,REP-KE-402,CASH,Low Income,Field Survey
TXN101937,29.12.24,Nigeria,  Onitsha  ,FORMAL,Convenience Store,NG-CON-4299,7 Star Mart ,DarkAndLovely,Sachet Multi-pack,100,106.11,NGN,3,318.33,19.99,False,,no,28,REP-NG-276,MoMo,Lower-Middle Income,Field Survey
TXN115143,2023-09-20,NIGERIA,Kano,Informal,Wholesaler,NG-WHO-5239,Coastal Distributors Ltd,GARNIER,Sachet Multi-pack,60,175.25,NGN,9,1577.25,84.78,No,False,Yes,25,REP-NG-436,Cash,Lower-Middle Income,POS System
TXN107541,30-Jan-2024,KE,Nairobi,Informal,Wholesaler,KE-WHO-4315,Coastal Distributors Ltd,Amila,Sachet Multi-pack,60,17.85,KES,10,178.5,4.86,0,False,N,36,REP-KE-371,Mobile Money,Middle Income,Retail Audit
TXN104786,2024-03-14,Ghanna,  Tema  ,Informal,Kiosk,GH-KIO-9724,Kwik Stop,cantu,Sachet,10,2.62,GHS,7,18.34,2.53,no,FALSE,YES,29,REP-GH-455,MoMo,Middle Income,Retail Audit
TXN102626,05.06.24,nigeria,Onitsha,formal,Convenience Store,NG-CON-9242,QuickBuy,Amila,Sachet Multi-pack,100,,NGN,5,948.6,61.28,1,NO,YES,35,REP-NG-138,card,Lower-Middle Income,null
TXN108855,2024-01-03,ghana,Takoradi,Formal,Supermarket,GH-SUP-4311,Naivas ,AMILA,Sachet,25,4.58,GHS,1,4.58,0.35,no,false,NO,17,REP-GH-282 ,Cash,Lower-Middle Income,Distributor Report
TXN107786,2024-11-02,NIGERIA,Onitsha,Formal ,Convenience Store,NG-CON-6557,Zucchini Express,Garner,Sachet Multi-pack,100,239.44,NGN,,239.44,10.99,No,0,1,28,REP-NG-273,cash,Low Income,POS System
TXN114414,2024-12-11, Nigeria,Port Harcourt,In-formal,Open-Air Market,NG-OPE-5269,Balogun Market Vendor,Cantu,Sachet,20,94.22,NGN,7,0.0,15.52,NO,0,False,33,REP-NG-408,M-Pesa,NA,n/a
TXN108179,2024-01-28,Ghana,Tamale,Informal ,Kiosk,GH-KIO-2702,Corner Shop,dark and lovely,Sachet,20,4.23,GHS,5,21.15,0.9,Y,False,Y,22,REP-GH-240,CASH,Middle Income,POS System
TXN112454,2023-04-03,Kenya,Nakuru,formal,Supermarket,KE-SUP-5878,Quickmart,Dark and Lovely,Sachet,25,16.98,KES,5,84.9,7.47,FALSE,NO,False,35,REP-KE-415,CASH,Middle Income,Field Survey
TXN115642,02-09-2023,NIGERIA,Kano,Informal,Kiosk,NG-KIO-6121,Mama Ngozi Kiosk,Garner,Sachet,20,,NGN,9,367.47,25.34,0,no,0,49,REP-NG-233,Momo,Lower-Middle Income,Field Survey
TXN101268,15/07/2024,Keny a,Nakuru,Informal,Kiosk,KE-KIO-6342,Blessing Stores,GARNIER,Sachet Multi-pack,60,34.64,KES,9,311.76,5.02,False,FALSE,False,31,REP-KE-201,mobile_money,Low Income,Field Survey
TXN112641,18-Feb-2023,KENYA,Mombasa,informal,Open-Air Market,KE-OPE-5588,Muthurwa Vendor,garnier,Sachet,10,11.86,KES,5,59.3,0.87,NO,0,FALSE,45,REP-KE-160,credit,Lower-Middle Income,POS System
TXN111758,2023/03/26,KENYA,Nairobi,informal,Kiosk,KE-KIO-8611,Blessing Stores,garnier,Sachet Multi-pack,60,14.1,KES,7,98.7,1.77,NO,False,no,32,  REP-KE-176  ,credit,Middle Income,POS System
TXN116157,"July 07, 2024",KE,Eldoret,INFORMAL,Wholesaler,KE-WHO-8769,Coastal Distributors Ltd,Garnier ,Sachet,15,9.88,KES,9,88.92,4.94,no,false,False,35,REP-KE-480,M-Pesa,Lower-Middle Income,Retail Audit
TXN114979,01-Jan-2023,NIGERIA,Port Harcourt,FORMAL,Convenience Store,NG-CON-6595,7 Star Mart,amila,Sachet Multi-pack,75,97.87,NGN,3,293.61,,false,false,Y,unknown,REP-NG-445,n/a,,Field Survey
TXN106873,16.08.23, Ghana,Kumasi,INFORMAL,Open-Air Market,GH-OPE-8334,?,amila,Sachet,20,4.23,GHS,5,21.15,1.69,n0,FALSE,false,31,REP-GH-436,MoMo,Low Income,POS System
TXN107006,2024-10-31,Ghanna,  Cape Coast  ,Informal ,Wholesaler,GH-WHO-5540,Coastal Distributors Ltd,CANTU,Sachet Multi-pack,75,13.15,GHS,3,39.45,2.53,Unknown,NULL,NO,26,REP-GH-474 ,mobile money,Middle Income,
TXN109829,2023-06-01,Keny a,Nairobi,Informal,Wholesaler,KE-WHO-8744,Continental Wholesale,Garner,Sachet Multi-pack,100,50.06,KES,3,150.18,N/A,Y,0,No,29,REP-KE-364,Card,Lower-Middle Income,POS System
TXN111663,21/01/2024,Nigeria ,Ibadan,Formal,Pharmacy,NG-PHA-5157,HealthPlus Pharmacy,amila,Sachet,25,80.25,NGN,3,240.75,11.12,Y,NO,Y,15,REP-NG-179,Momo,Low Income,POS System
TXN112915,2023-05-04,Nigeria ,Port Harcourt,Informal,Wholesaler,NG-WHO-7741,NA,Garnier Fructis,Sachet,15,81.88,NGN,6,491.28,unknown,YES,False,YES,,REP-NG-422,mobile money,Lower-Middle Income,POS System
TXN105628,05/05/2024,NG,Abuja,Formal ,Mini-Mart,NG-MIN-3928,Corner MiniMart,Motions,Sachet,10,76.54,NGN,3,229.62,11.73,NO,FALSE,1,18,REP-NG-166,Mobile Money,Low Income,Field Survey
TXN109091,28/03/2024,Ngeria,Kano,Formal,Convenience Store,NG-CON-1045,QuickBuy,Generic Local,Sachet,10,67.04,NGN,4,268.16,31.76,No,NO,N,30,  REP-NG-461  ,MoMo,Lower-Middle Income,Retail Audit
TXN113270,"August 22, 2023",GH,Takoradi,In-formal,Kiosk,GH-KIO-2431,  Kwik Stop  ,Dark & Lovely,Sachet,10,2.85,GHS,9,25.65,2.56,No,No,null,37,NA,Trade Credit,Middle Income,Field Survey
TXN103589,05-12-2023, Nigeria,Ibadan,Informal,Wholesaler,NG-WHO-5428,Continental Wholesale,Garnier ,Bottle,340,312.32,NGN,7,2186.24,82.47,Y,FALSE,NO,-,REP-NG-304,MoMo,Middle Income,POS System
TXN113274,2023/09/12,Ngeria,Lagos,INFORMAL,Open-Air Market,NG-OPE-7843,null,GARNIER,Bottle,200,249.64,NGN,2,499.28,21.61,Y,false,NO,28,REP-NG-220,unknown,Lower-Middle Income,POS System
TXN116120,04-03-2024,KENYA,Thika,In-formal,Open-Air Market,KE-OPE-2472,Balogun Market Vendor,Garnier,Sachet,15,12.59,KES,3,37.77,2.06,False,,TRUE,38,REP-KE-269,card,-,POS System
TXN103661,23/05/2024,Nigéria,Lagos,formal,Pharmacy,NG-PHA-4502,MedPlus,SUNSILK,Sachet,20,51.86,NGN,3,155.58,unknown,?,-,True,13,REP-NG-168,Mobile Money,Low Income,Field Survey
TXN114840,2024-09-25,Ngeria,Benin City,Informal,Wholesaler,NG-WHO-5844,Trust Wholesalers,Garner,Sachet,15 ML,71.7,NGN,5,358.5,28.81,False,NO,Y,16,REP-NG-473,Card,Low Income,POS System
TXN111052,22/06/2023, Ghana,Tema,informal,Open-Air Market,GH-OPE-1071,  Balogun Market Vendor  ,Local Brand,Bottle,340,19.52,GHS,4,78.08,5.64,FALSE,NO,FALSE,13,REP-GH-428,mobile_money,Lower-Middle Income,Field Survey
TXN105725,2024-05-08,Ngeria,Lagos,In-formal,Wholesaler,NG-WHO-4331,Continental Wholesale,Garner,Sachet,20,83.25,NGN,8,666.0,31.96,no,NO,N,20,REP-NG-398 ,Cash,Lower-Middle Income,POS System
TXN102753,13/10/2024,Nigéria,,informal,Market Stall,NG-MAR-7616,NA,TRESemme,Sachet,25,107.12,NGN,6,642.72,3.33,No,0,Y,-,REP-NG-106,Momo,Low Income,Retail Audit
TXN108289,28/03/2023,NG,Benin City,Informal,Kiosk,NG-KIO-7691,Baraka Kiosk,Tresemme,Sachet,10,59.42,NGN,5,297.1,5.42,0,FALSE,No,20,REP-NG-110,mobile_money,Low Income,Distributor Report
TXN115481,2023-02-05,Nigeria ,Kano ,informal,Open-Air Market,NG-OPE-3643,Kejetia Market Stand,CANTU,Sachet,25,70.56,NGN,9,635.04,42.54,false,False,yes,5,REP-NG-287,M-Pesa,Lower-Middle Income,Retail Audit
TXN115729,05.03.23,KENYA,Eldoret,INFORMAL,Street Vendor,KE-STR-3548,Mobile Vendor,Garner,Sachet,15,19.72,KES,6,118.32,7.4,0,N,N,45,REP-KE-244 ,NA,,POS System
TXN109062,08-25-2023,GHANA,Kumasi,informal,Open-Air Market,GH-OPE-1737,  Muthurwa Vendor  ,Tresemme ,Sachet,10,5.26,GHS,7,36.82,3.11,0,n/a,false,22,REP-GH-153,M-Pesa,Lower-Middle Income,n/a
TXN104588,20/02/2023,NIGERIA,Abuja,Informal,Market Stall,NG-MAR-8272,Gikomba Stall ,Garner,Sachet Multi-pack,100,99.79,NGN,6,598.74,52.4,False,no,True,19,REP-NG-114,Mobile Money,Lower-Middle Income,Field Survey
TXN103099,15/06/2024,NG,Benin City,Informal,Wholesaler,NG-WHO-2006,Continental Wholesale,Garnier ,Sachet,15,58.55,NGN,1000,409.85,24.16,False,false,0,22,REP-NG-402,CASH,Lower-Middle Income,unknown
TXN104446,05-01-2023,GHANA,Tamale,informal,Kiosk,GH-KIO-1064,Blessing Stores,MOTIONS,Sachet,20,2.21,GHS,7,15.47,1.37,true,FALSE,YES,20,  REP-GH-285  ,Credit,Low Income,Field Survey
TXN108657,02/06/2023,ghana,  Kumasi  ,INFORMAL,Open-Air Market,GH-OPE-9216,Muthurwa Vendor ,GARNIER,Sachet,20,3.42,GHS,4,13.68,0.53,NULL,null,true,16,REP-GH-404,NULL,Middle Income,POS System
TXN106691,2023-10-04,Kenya ,Kisumu,In-formal,Open-Air Market,KE-OPE-8854,Muthurwa Vendor,Amila,Sachet,15,7.56,KES,9,68.04,0.07,False,false,False,22,  REP-KE-401  ,MoMo,Low Income,unknown
TXN110924,2023-01-07,Keny a,Mombasa ,informal,Market Stall,KE-MAR-9869,Iya Basira Stall,Garnier ,Sachet Multi-pack,60,20.62,KES,6,123.72,N/A,false,false,Yes,,REP-KE-455,CASH,Middle Income,Distributor Report
TXN112966,2024-08-29,NG,Ibadan,informal,Wholesaler,NG-WHO-8732,Coastal Distributors Ltd,Generic Local,Bottle,340,391.67,NGN,6,2350.02,220.9,no,N,0,8,  REP-NG-154  ,cash,Lower-Middle Income,Unknown
TXN104981,20-Jul-2024,Nigeria,Onitsha ,FORMAL,Pharmacy,NG-PHA-6375,HealthPlus Pharmacy,amila,Sachet Multi-pack,60,123.31,NGN,2,246.62,1.7,NO,N,FALSE,,REP-NG-161,Momo,Middle Income,POS System
TXN110360,2024/07/16,KE,NA,Informal,Wholesaler,KE-WHO-5433,Trust Wholesalers ,Dark & Lovely,Sachet Multi-pack,75,26.56,KES,6,159.36,8.18,0,0,0,?,REP-KE-111,M-Pesa,Lower-Middle Income,Retail Audit
TXN104955,28/05/2024,kenya,Nakuru,formal,Supermarket,KE-SUP-4146,Melcom,garnier,Bottle,340,153.69,KES,4,614.76,0.0,NO,NO,1,46,  REP-KE-336  ,cash,Lower-Middle Income,Distributor Report
TXN107309,08.06.23,Nigéria,  Lagos  ,In-formal,Street Vendor,NG-STR-5710,Mobile Vendor,TRESEMME,Sachet Multi-pack,60,124.82,NGN,10,1248.2,101.23,false,no,yes,13,  REP-NG-241  ,card,Middle Income,POS System
TXN103025,01-15-2023,GHANA,Cape Coast,Formal,Pharmacy,GH-PHA-6320,HealthPlus Pharmacy,sunsilk,Sachet,20,4.15,GHS,6,24.9,1.34,no,n/a,1,unknown,  REP-GH-196  ,NA,Low Income,POS System
TXN101615,09.08.24,Nigéria,Lagos,Formal,Mini-Mart,NG-MIN-6216,Corner MiniMart,CANTU,Sachet,15,68.69,NGN,1,68.69,0.55,False,N,False,2,REP-NG-398,mobile money,Middle Income,POS System
TXN107205,11-14-2024,Ngeria,Onitsha,INFORMAL,Market Stall,NG-MAR-8032,Stall 14B,DarkAndLovely,Sachet Multi-pack,60,150.71,NGN,6,904.26,2.58,no,NO,0,4,REP-NG-257,Card,Middle Income,NULL
TXN100568,08/07/2023,NIGERIA,Port Harcourt,Informal,Kiosk,NG-KIO-5549,Corner Shop,dark and lovely,Sachet,15,72.17,NGN,5,360.85,21.79,yes,no,unknown,26,REP-NG-381,cash ,Lower-Middle Income,POS System
TXN110374,"March 27, 2024",kenya,Nairobi,In-formal,Kiosk,KE-KIO-2415,Baraka Kiosk,Motions,Sachet Multi-pack,75,30.92,KES,6,185.52,unknown,no,FALSE,no,41,REP-KE-383,mobile money,Low Income,Field Survey
TXN108414,"July 13, 2023",Nigeria ,Ibadan,Informal,Street Vendor,NG-STR-1126,Mobile Vendor,Generic Local,Sachet,25,63.97,NGN,4,255.88,21.71,0,No,yes,24,REP-NG-390,mobile money,Middle Income,Retail Audit
TXN106236,2024-08-09,GH,  Kumasi  ,Informal,Kiosk,GH-KIO-5540,Baraka Kiosk ,local generic,Sachet,20,3.63,GHS,5,18.15,1.09,NO,yes,no,8,  REP-GH-339  ,cash,Middle Income,Field Survey
TXN104091,"October 01, 2024",NIGERIA,Onitsha,Formal ,Supermarket,NG-SUP-2938,NULL,Local Brand,Sachet Multi-pack,75,92.58,NGN,1,92.58,5.5,NULL,no,False,22,REP-NG-151,cash,Low Income,Field Survey
TXN100601,2023-08-31,NIGERIA,  Kano  ,informal,Street Vendor,NG-STR-5419,Hawker Cart,amila,Sachet,25,59.05,NGN,6,354.3,-,Unknown,No,N,18,REP-NG-146,CASH,Low Income,POS System
TXN105078,03/04/2024,Nigeria ,Benin City,FORMAL,Supermarket,NG-SUP-3468,Naivas,SUNSILK,Sachet Multi-pack,60,117.31,NGN,1,117.31,10.46,TRUE,False,n/a,12,REP-NG-129,Credit (Trade Terms),Low Income,POS System
TXN115942,2023-05-01,Kenya,Mombasa,Informal ,Kiosk,KE-KIO-7549,Corner Shop,CANTU,Sachet,15,18.45,KES,7,129.15,6.85,no,N,No,31,REP-KE-311,Mobile Money,Lower-Middle Income,POS System
TXN110393,2024-11-21,kenya,Kisumu,Informal ,Kiosk,KE-KIO-2098,Mama Ngozi Kiosk,AMILA,Sachet Multi-pack,100,30.17,KES,3,90.51,0.0,yes,TRUE,yes,31,REP-KE-335,cash ,Middle Income,Distributor Report
TXN106718,15/12/2023,GHANA,Cape Coast,Informal ,Open-Air Market,GH-OPE-2291,  Muthurwa Vendor  ,Cantu,Sachet,10,7.76,GHS,5,38.8,2.15,false,No,YES,18,  REP-GH-236  ,M-Pesa,null,Field Survey
TXN101575,07-26-2023,KE,Mombasa,Informal ,Open-Air Market,KE-OPE-6079,Kejetia Market Stand,Tresemmé,Sachet,10,21.71,KES,9,195.39,3.42,no,No,-,44,REP-KE-408,CARD,Lower-Middle Income,Distributor Report
TXN112494,19-Sep-2024,Nigéria,Onitsha,Formal ,Mini-Mart,NG-MIN-2158,EasyBuy Mart,SUNSILK,Sachet,15,72.31,NGN,3,216.93,4.73,yes,FALSE,1,28,REP-NG-365,cash,Middle Income,POS System
TXN108841,2024-12-25,nigeria,Onitsha,formal,Pharmacy,NG-PHA-7080,HealthPlus Pharmacy,dark and lovely,Bottle,200,431.04,NGN,1,0.0,N/A,NO,N,0,32,REP-NG-483,Credit (Trade Terms),Middle Income,POS System
TXN111942,28/04/2023,GHANA,Tema,INFORMAL,Wholesaler,GH-WHO-5725,Continental Wholesale,Garnier Fructis,Sachet,20,3.65,GHS,5,18.25,1.04,False,no,no,,REP-GH-228,CASH,Middle Income,Distributor Report
TXN108941,2024-07-10, Ghana,Kumasi,Formal,Mini-Mart,GH-MIN-8200,EasyBuy Mart,local generic,Sachet Multi-pack,60,6.97,GHS,3,20.91,1.61,True,N,True,?,REP-GH-176,Cash,Middle Income,Field Survey
TXN112964,2024-11-09,KENYA,Mombasa,informal,Kiosk,KE-KIO-2104,Corner Shop,Tresemme,Sachet,10,17.94,KES,3,53.82,1.83,unknown,NO,True,45,REP-KE-105,Momo,Low Income,Field Survey
TXN102428,2024-10-18, Ghana,Kumasi,Formal ,Supermarket,GH-SUP-5669,  Melcom  ,Amila,Sachet Multi-pack,75,4.98,GHS,7,34.86,0.5,NO,FALSE,TRUE,18,REP-GH-136,CASH,Low Income,POS System
TXN103066,17/08/2024,KENYA,Eldoret,In-formal,Wholesaler,KE-WHO-8924,Coastal Distributors Ltd,GARNIER,Sachet,10,15.41,KES,7,107.87,2.93,1,NO,NO,25,,Mobile Money,Low Income,Retail Audit
TXN107316,09/11/2023,Kenya,Kisumu ,INFORMAL,Open-Air Market,KE-OPE-1219,Kejetia Market Stand,dark and lovely,Sachet Multi-pack,100,43.65,KES,1,43.65,0.63,No,False,no,38,-- ,cash,Middle Income,Field Survey
TXN111364,2024-04-26,Ghanna,Tema,formal,Mini-Mart,GH-MIN-1673,Corner MiniMart,CANTU,Sachet,20,3.01,GHS,2,6.02,0.48,Y,False,false,,REP-GH-229,Mobile Money,Lower-Middle Income,Field Survey
TXN105612,05/07/2024, Ghana,Kumasi,INFORMAL,Open-Air Market,GH-OPE-5314,Muthurwa Vendor,MOTIONS,Sachet,10,4.39,GHS,6,26.34,1.73,No,N,0,32,  REP-GH-221  ,Unknown,Lower-Middle Income,POS System
TXN113044,10-10-2024,NIGERIA,,Formal,Pharmacy,NG-PHA-4172,MedPlus ,MOTIONS,Sachet,20,39.29,NGN,2,78.58,5.09,No,No,false,46,REP-NG-433,MoMo,Low Income,POS System
TXN109163,2023-05-30, Kenya,Mombasa,informal,Market Stall,KE-MAR-4806,NA,AMILA,Bottle,340,104.1,KES,2,208.2,3.21,FALSE,false,false,42,REP-KE-340,MoMo,Lower-Middle Income,Field Survey
TXN112610,06/10/2024,Nigeria ,Onitsha,FORMAL,Convenience Store,NG-CON-5709,QuickBuy,SUNSILK,Sachet Multi-pack,60,-,NGN,1,104.37,4.41,Y,NO,no,,REP-NG-216,CARD,--,POS System
TXN116028,2024/06/11,Ngeria,Onitsha,informal,Street Vendor,NG-STR-7677,Mobile Vendor,Garnier Fructis,Sachet,25,99.06,NGN,7,693.42,50.12,TRUE,no,TRUE,,REP-NG-134,--,Middle Income,Field Survey
TXN115318,05-11-2023,nigeria,Lagos,informal,Kiosk,NG-KIO-6110,Corner Shop,local generic,Bottle,340,390.77,NGN,8,3126.16,31.46,N,0,1,27,REP-NG-186,cash,Low Income,POS System
TXN108490,10-16-2024,Nigeria ,Port Harcourt,Formal,Pharmacy,NG-PHA-1329,HealthPlus Pharmacy,DarkAndLovely,Sachet,20,38.9,NGN,2,77.8,1.59,yes,false,1,35,REP-NG-109,mobile money,Lower-Middle Income,Field Survey
TXN109904,2023/01/13, Nigeria,Lagos,formal,Pharmacy,NG-PHA-9536,Goodlife Pharmacy,CANTU,Sachet,15,123.66,NGN,2,247.32,7.77,false,NO,False,-,REP-NG-167,M-Pesa,Lower-Middle Income,Retail Audit
TXN100244,03/01/2024,ghana,Tamale,In-formal,Wholesaler,GH-WHO-8530,Coastal Distributors Ltd,Cantu,Sachet Multi-pack,100,5.73,GHS,2,11.46,1.06,TRUE,false,no,16,REP-GH-141,mobile_money,Low Income,POS System
TXN106659,01-27-2023, Nigeria,Lagos,Formal,Mini-Mart,NG-MIN-9691,N/A,AMILA,Sachet Multi-pack,75,160.68,NGN,1,160.68,12.18,FALSE,False,Yes,18,REP-NG-409,Card,Upper-Middle Income,POS System
TXN106166,2023-06-07,Keny a,Mombasa,Formal ,Supermarket,KE-SUP-2470,  Palm Mall  ,Garnier,Sachet,20,15.74,KES,5,78.7,unknown,false,False,0,N/A,REP-KE-195 ,mobile_money,Middle Income,Distributor Report
TXN106304,2024-10-12,GHANA,Accra,INFORMAL,Wholesaler,GH-WHO-9854,Coastal Distributors Ltd,Tresemmé,Sachet,25,4.45,GHS,4,17.8,0.81,NO,Yes,N,19,REP-GH-242 ,unknown,Middle Income,Field Survey
TXN111860,04-29-2023,Ghana ,Accra,Informal ,Open-Air Market,GH-OPE-6330,Muthurwa Vendor,Garnier Fructis,Sachet Multi-pack,60,7.78,GHS,11,85.58,6.0,True,no,unknown,18,REP-GH-177,MoMo,Lower-Middle Income,POS System
TXN112778,29/10/2024,GH,Kumasi,Informal,Market Stall,GH-MAR-4848,Makola Stall 22,MOTIONS,Sachet Multi-pack,100ml,12.86,GHS,7,90.02,5.75,True,No,Yes,22,REP-GH-423,mobile money,Lower-Middle Income,POS System
TXN108285,2023-05-13,KENYA,Nairobi,informal,Market Stall,KE-MAR-7260,Gikomba Stall ,dark and lovely,Sachet Multi-pack,100,58.37,KES,3,175.11,0.88,False,FALSE,N,38,REP-KE-127,cash,Middle Income,Retail Audit
TXN103653,2023-02-14,Kenya,Kisumu,informal,Kiosk,KE-KIO-5463,Kwik Stop,Garner,Sachet Multi-pack,75,27.65,KES,6,165.9,0.0,0,No,yes,N/A,REP-KE-352,Credit (Trade Terms),-,POS System
TXN114648,07-18-2023,Nigéria,n/a,FORMAL,Pharmacy,NG-PHA-8264,HealthPlus Pharmacy,AMILA,Sachet,0.01L,47.53,NGN,4,190.12,?,No,no,TRUE,13,REP-NG-428,mobile_money,Middle Income,Field Survey
